_id,callingstationid,created_at,created_date,rss
5b056640ea6ee3062b125d38,c8:f2:30:e7:3d:6e,1527100181,2018-05-23T12:59:41.000Z,-88
5b056640ea6ee3062b125d39,da:a1:19:0e:cf:42,1527100184,2018-05-23T12:59:44.000Z,-78
5b056640ea6ee3062b125d3a,20:82:c0:6c:3e:d2,1527100185,2018-05-23T12:59:45.000Z,-85
5b056640ea6ee3062b125d3b,74:23:44:3d:b6:cf,1527100191,2018-05-23T12:59:51.000Z,-85
5b056640ea6ee3062b125d3c,e4:5d:75:e9:a5:be,1527100196,2018-05-23T12:59:56.000Z,-83
5b056640ea6ee3062b125d3d,da:a1:19:9a:be:10,1527100202,2018-05-23T13:00:02.000Z,-86
5b056640ea6ee3062b125d3e,dc:1a:c5:5d:c9:c3,1527100204,2018-05-23T13:00:04.000Z,-92
5b056640ea6ee3062b125d3f,10:07:b6:07:20:dc,1527100210,2018-05-23T13:00:10.000Z,-60
5b056640ea6ee3062b125d40,da:a1:19:fd:43:71,1527100239,2018-05-23T13:00:39.000Z,-86
5b056640ea6ee3062b125d41,da:a1:19:a4:32:e6,1527100246,2018-05-23T13:00:46.000Z,-78
5b056640ea6ee3062b125d42,cc:61:e5:27:80:0e,1527100249,2018-05-23T13:00:49.000Z,-86
5b056640ea6ee3062b125d43,dc:1a:c5:b6:74:e3,1527100260,2018-05-23T13:01:00.000Z,-78
5b056640ea6ee3062b125d44,da:a1:19:7c:af:2c,1527100270,2018-05-23T13:01:10.000Z,-88
5b056640ea6ee3062b125d45,1c:67:58:c7:25:ce,1527100279,2018-05-23T13:01:19.000Z,-86
5b056640ea6ee3062b125d46,da:a1:19:ed:68:53,1527100298,2018-05-23T13:01:38.000Z,-84
5b056640ea6ee3062b125d47,da:a1:19:3b:21:b5,1527100298,2018-05-23T13:01:38.000Z,-81
5b056640ea6ee3062b125d48,dc:55:83:d0:eb:7d,1527100303,2018-05-23T13:01:43.000Z,-91
5b056640ea6ee3062b125d49,da:a1:19:62:ca:3d,1527100308,2018-05-23T13:01:48.000Z,-91
5b056640ea6ee3062b125d4a,a8:96:75:97:a4:b1,1527100310,2018-05-23T13:01:50.000Z,-90
5b056718ea6ee3062a107645,10:07:b6:07:20:dc,1527100392,2018-05-23T13:03:12.000Z,-88
5b056718ea6ee3062a107646,c8:f2:30:e7:3d:6e,1527100394,2018-05-23T13:03:14.000Z,-98
5b056718ea6ee3062a107647,da:a1:19:ee:7d:0a,1527100398,2018-05-23T13:03:18.000Z,-90
5b056718ea6ee3062a107648,da:a1:19:64:fe:39,1527100398,2018-05-23T13:03:18.000Z,-82
5b056718ea6ee3062a107649,da:a1:19:5a:1d:2c,1527100403,2018-05-23T13:03:23.000Z,-86
5b056718ea6ee3062a10764a,e8:9e:b4:16:47:ab,1527100408,2018-05-23T13:03:28.000Z,-83
5b056718ea6ee3062a10764b,a8:96:75:d7:d1:de,1527100410,2018-05-23T13:03:30.000Z,-85
5b056718ea6ee3062a10764c,a8:96:75:d0:38:7c,1527100411,2018-05-23T13:03:31.000Z,-102
5b056718ea6ee3062a10764d,c0:11:73:dc:30:8a,1527100438,2018-05-23T13:03:58.000Z,-89
5b056718ea6ee3062a10764e,e4:5d:75:07:d6:d0,1527100439,2018-05-23T13:03:59.000Z,-77
5b056718ea6ee3062a10764f,da:a1:19:3b:c9:ef,1527100439,2018-05-23T13:03:59.000Z,-87
5b056718ea6ee3062a107650,dc:55:83:d0:eb:7d,1527100455,2018-05-23T13:04:15.000Z,-85
5b056718ea6ee3062a107651,a8:96:75:8b:f3:c9,1527100458,2018-05-23T13:04:18.000Z,-85
5b056718ea6ee3062a107652,68:c4:4d:66:2b:c2,1527100464,2018-05-23T13:04:24.000Z,-85
5b056718ea6ee3062a107653,1c:67:58:c7:25:ce,1527100468,2018-05-23T13:04:28.000Z,-95
5b056718ea6ee3062a107654,38:a4:ed:5d:42:77,1527100485,2018-05-23T13:04:45.000Z,-85
5b056718ea6ee3062a107655,a8:96:75:59:d4:86,1527100485,2018-05-23T13:04:45.000Z,-89
5b056718ea6ee3062a107656,da:a1:19:e6:61:4c,1527100487,2018-05-23T13:04:47.000Z,-91
5b056718ea6ee3062a107657,dc:1a:c5:b6:74:e3,1527100500,2018-05-23T13:05:00.000Z,-75
5b056718ea6ee3062a107658,da:a1:19:25:50:75,1527100504,2018-05-23T13:05:04.000Z,-95
5b056718ea6ee3062a107659,94:14:7a:7c:c5:ee,1527100524,2018-05-23T13:05:24.000Z,-84
5b0567f0ea6ee3062a107e05,20:82:c0:6c:3e:d2,1527100605,2018-05-23T13:06:45.000Z,-93
5b0567f0ea6ee3062a107e06,1c:67:58:c7:25:ce,1527100606,2018-05-23T13:06:46.000Z,-82
5b0567f0ea6ee3062a107e07,94:14:7a:7c:c5:ee,1527100607,2018-05-23T13:06:47.000Z,-82
5b0567f0ea6ee3062a107e08,a8:96:75:89:f1:eb,1527100609,2018-05-23T13:06:49.000Z,-82
5b0567f0ea6ee3062a107e09,a8:96:75:62:a6:ea,1527100609,2018-05-23T13:06:49.000Z,-81
5b0567f0ea6ee3062a107e0a,da:a1:19:e1:93:7e,1527100610,2018-05-23T13:06:50.000Z,-82
5b0567f0ea6ee3062a107e0b,38:a4:ed:5d:42:77,1527100619,2018-05-23T13:06:59.000Z,-91
5b0567f0ea6ee3062a107e0c,da:a1:19:c5:97:d6,1527100625,2018-05-23T13:07:05.000Z,-75
5b0567f0ea6ee3062a107e0d,da:a1:19:20:9b:86,1527100627,2018-05-23T13:07:07.000Z,-72
5b0567f0ea6ee3062a107e0e,c8:f2:30:e7:3d:6e,1527100642,2018-05-23T13:07:22.000Z,-92
5b0567f0ea6ee3062a107e0f,e8:9e:b4:16:47:ab,1527100648,2018-05-23T13:07:28.000Z,-86
5b0567f0ea6ee3062a107e10,10:07:b6:07:20:dc,1527100650,2018-05-23T13:07:30.000Z,-78
5b0567f0ea6ee3062a107e11,bc:d1:1f:16:db:6c,1527100652,2018-05-23T13:07:32.000Z,-83
5b0567f0ea6ee3062a107e12,a8:96:75:8a:d0:f0,1527100656,2018-05-23T13:07:36.000Z,-85
5b0567f0ea6ee3062a107e13,a8:96:75:18:5c:b3,1527100657,2018-05-23T13:07:37.000Z,-77
5b0567f0ea6ee3062a107e14,a8:96:75:08:70:c7,1527100657,2018-05-23T13:07:37.000Z,-78
5b0567f0ea6ee3062a107e15,dc:1a:c5:b6:74:e3,1527100676,2018-05-23T13:07:56.000Z,-84
5b0567f0ea6ee3062a107e16,da:a1:19:bd:6f:23,1527100687,2018-05-23T13:08:07.000Z,-86
5b0567f0ea6ee3062a107e17,a8:96:75:6b:1d:3d,1527100704,2018-05-23T13:08:24.000Z,-83
5b0567f0ea6ee3062a107e18,a8:96:75:bd:25:32,1527100704,2018-05-23T13:08:24.000Z,-78
5b0567f0ea6ee3062a107e19,a8:96:75:56:e4:98,1527100711,2018-05-23T13:08:31.000Z,-82
5b0567f0ea6ee3062a107e1a,a8:96:75:ad:a9:a5,1527100711,2018-05-23T13:08:31.000Z,-95
5b0567f0ea6ee3062a107e1b,a8:96:75:f8:f4:f0,1527100711,2018-05-23T13:08:31.000Z,-79
5b0567f0ea6ee3062a107e1c,a8:96:75:d1:28:24,1527100719,2018-05-23T13:08:39.000Z,-80
5b0567f0ea6ee3062a107e1d,a8:96:75:22:42:f6,1527100719,2018-05-23T13:08:39.000Z,-88
5b0567f0ea6ee3062a107e1e,a8:96:75:89:cd:24,1527100719,2018-05-23T13:08:39.000Z,-75
5b0567f0ea6ee3062a107e1f,a8:96:75:01:8d:f5,1527100719,2018-05-23T13:08:39.000Z,-77
5b0567f0ea6ee3062a107e20,a8:96:75:09:29:12,1527100732,2018-05-23T13:08:52.000Z,-83
5b0567f0ea6ee3062a107e21,da:a1:19:3e:b9:a4,1527100736,2018-05-23T13:08:56.000Z,-87
5b0567f0ea6ee3062a107e22,a8:96:75:18:b7:43,1527100739,2018-05-23T13:08:59.000Z,-83
5b0567f0ea6ee3062a107e23,a8:96:75:56:3d:4a,1527100739,2018-05-23T13:08:59.000Z,-75
5b0568c8ea6ee3062b12705e,20:82:c0:6c:3e:d2,1527100816,2018-05-23T13:10:16.000Z,-81
5b0568c8ea6ee3062b12705f,a8:96:75:85:b8:b4,1527100816,2018-05-23T13:10:16.000Z,-85
5b0568c8ea6ee3062b127060,a8:96:75:f2:80:7c,1527100816,2018-05-23T13:10:16.000Z,-80
5b0568c8ea6ee3062b127061,a8:96:75:9d:1a:df,1527100817,2018-05-23T13:10:17.000Z,-85
5b0568c8ea6ee3062b127062,c8:f2:30:e7:3d:6e,1527100817,2018-05-23T13:10:17.000Z,-78
5b0568c8ea6ee3062b127063,e8:9e:b4:16:47:ab,1527100828,2018-05-23T13:10:28.000Z,-89
5b0568c8ea6ee3062b127064,10:07:b6:07:20:dc,1527100838,2018-05-23T13:10:38.000Z,-72
5b0568c8ea6ee3062b127065,dc:55:83:d0:eb:7d,1527100841,2018-05-23T13:10:41.000Z,-74
5b0568c8ea6ee3062b127066,da:a1:19:d8:8a:3e,1527100857,2018-05-23T13:10:57.000Z,-90
5b0568c8ea6ee3062b127067,a8:96:75:a4:1f:3f,1527100863,2018-05-23T13:11:03.000Z,-78
5b0568c8ea6ee3062b127068,a8:96:75:f8:29:ff,1527100864,2018-05-23T13:11:04.000Z,-82
5b0568c8ea6ee3062b127069,da:a1:19:b9:34:1f,1527100876,2018-05-23T13:11:16.000Z,-77
5b0568c8ea6ee3062b12706a,94:14:7a:7c:c5:ee,1527100887,2018-05-23T13:11:27.000Z,-82
5b0568c8ea6ee3062b12706b,bc:d1:1f:16:db:6c,1527100908,2018-05-23T13:11:48.000Z,-84
5b0568c8ea6ee3062b12706c,a8:96:75:41:a9:b6,1527100911,2018-05-23T13:11:51.000Z,-83
5b0568c8ea6ee3062b12706d,a8:96:75:85:92:9f,1527100911,2018-05-23T13:11:51.000Z,-86
5b0568c8ea6ee3062b12706e,a8:96:75:59:cc:3a,1527100919,2018-05-23T13:11:59.000Z,-86
5b0568c8ea6ee3062b12706f,da:a1:19:c4:3f:2a,1527100920,2018-05-23T13:12:00.000Z,-88
5b0568c8ea6ee3062b127070,a8:96:75:92:8e:8a,1527100927,2018-05-23T13:12:07.000Z,-84
5b0568c8ea6ee3062b127071,a8:96:75:41:f3:13,1527100927,2018-05-23T13:12:07.000Z,-85
5b0568c8ea6ee3062b127072,da:a1:19:b5:30:1b,1527100934,2018-05-23T13:12:14.000Z,-82
5b0568c8ea6ee3062b127073,a8:96:75:82:ff:56,1527100938,2018-05-23T13:12:18.000Z,-88
5b0568c8ea6ee3062b127074,da:a1:19:22:7b:1e,1527100950,2018-05-23T13:12:30.000Z,-86
5b0569a0ea6ee3062b127622,bc:d1:1f:16:db:6c,1527101033,2018-05-23T13:13:53.000Z,-80
5b0569a0ea6ee3062b127623,10:07:b6:07:20:dc,1527101040,2018-05-23T13:14:00.000Z,-77
5b0569a0ea6ee3062b127624,dc:55:83:d0:eb:7d,1527101040,2018-05-23T13:14:00.000Z,-77
5b0569a0ea6ee3062b127625,20:82:c0:6c:3e:d2,1527101048,2018-05-23T13:14:08.000Z,-78
5b0569a0ea6ee3062b127626,a8:96:75:59:cc:3a,1527101052,2018-05-23T13:14:12.000Z,-84
5b0569a0ea6ee3062b127627,c0:9f:05:6e:61:ec,1527101057,2018-05-23T13:14:17.000Z,-89
5b0569a0ea6ee3062b127628,a8:96:75:77:ce:01,1527101057,2018-05-23T13:14:17.000Z,-81
5b0569a0ea6ee3062b127629,a8:96:75:24:d6:bf,1527101057,2018-05-23T13:14:17.000Z,-82
5b0569a0ea6ee3062b12762a,c0:11:73:dc:30:8a,1527101059,2018-05-23T13:14:19.000Z,-88
5b0569a0ea6ee3062b12762b,e4:5d:75:07:d6:d0,1527101065,2018-05-23T13:14:25.000Z,-69
5b0569a0ea6ee3062b12762c,c8:f2:30:e7:3d:6e,1527101068,2018-05-23T13:14:28.000Z,-87
5b0569a0ea6ee3062b12762d,da:a1:19:73:b7:a2,1527101081,2018-05-23T13:14:41.000Z,-71
5b0569a0ea6ee3062b12762e,da:a1:19:a9:44:35,1527101099,2018-05-23T13:14:59.000Z,-89
5b0569a0ea6ee3062b12762f,da:a1:19:24:a6:0d,1527101104,2018-05-23T13:15:04.000Z,-89
5b0569a0ea6ee3062b127630,a8:96:75:7a:ab:b8,1527101104,2018-05-23T13:15:04.000Z,-84
5b0569a0ea6ee3062b127631,a8:96:75:21:c0:96,1527101104,2018-05-23T13:15:04.000Z,-86
5b0569a0ea6ee3062b127632,a8:96:75:70:7d:9d,1527101105,2018-05-23T13:15:05.000Z,-86
5b0569a0ea6ee3062b127633,da:a1:19:0f:0b:bf,1527101114,2018-05-23T13:15:14.000Z,-78
5b0569a0ea6ee3062b127634,a8:96:75:06:5d:22,1527101121,2018-05-23T13:15:21.000Z,-81
5b0569a0ea6ee3062b127635,a8:96:75:f6:5e:34,1527101121,2018-05-23T13:15:21.000Z,-83
5b0569a0ea6ee3062b127636,a8:96:75:78:61:4a,1527101121,2018-05-23T13:15:21.000Z,-86
5b0569a0ea6ee3062b127637,da:a1:19:67:92:c5,1527101123,2018-05-23T13:15:23.000Z,-81
5b0569a0ea6ee3062b127638,94:14:7a:7c:c5:ee,1527101127,2018-05-23T13:15:27.000Z,-76
5b0569a0ea6ee3062b127639,1c:67:58:c7:25:ce,1527101127,2018-05-23T13:15:27.000Z,-84
5b0569a0ea6ee3062b12763a,da:a1:19:d7:29:4d,1527101129,2018-05-23T13:15:29.000Z,-88
5b0569a0ea6ee3062b12763b,da:a1:19:8f:eb:f2,1527101137,2018-05-23T13:15:37.000Z,-90
5b0569a0ea6ee3062b12763c,a8:96:75:db:a0:9c,1527101142,2018-05-23T13:15:42.000Z,-87
5b0569a0ea6ee3062b12763d,a8:96:75:89:3b:24,1527101142,2018-05-23T13:15:42.000Z,-91
5b0569a0ea6ee3062b12763e,da:a1:19:c5:40:2b,1527101149,2018-05-23T13:15:49.000Z,-85
5b0569a0ea6ee3062b12763f,58:7a:6a:05:88:f7,1527101158,2018-05-23T13:15:58.000Z,-88
5b0569a0ea6ee3062b127640,a8:96:75:30:72:7f,1527101163,2018-05-23T13:16:03.000Z,-93
5b0569a0ea6ee3062b127641,a8:96:75:2d:a6:b3,1527101163,2018-05-23T13:16:03.000Z,-82
5b0569a0ea6ee3062b127642,a8:96:75:85:13:46,1527101170,2018-05-23T13:16:10.000Z,-82
5b0569a0ea6ee3062b127643,a8:96:75:ba:00:c5,1527101171,2018-05-23T13:16:11.000Z,-82
5b0569a0ea6ee3062b127644,a8:96:75:3f:04:00,1527101171,2018-05-23T13:16:11.000Z,-83
5b056a78ea6ee3062b127c06,da:a1:19:06:81:6c,1527101249,2018-05-23T13:17:29.000Z,-67
5b056a78ea6ee3062b127c07,bc:2f:3d:70:67:00,1527101253,2018-05-23T13:17:33.000Z,-99
5b056a78ea6ee3062b127c08,da:a1:19:2e:8e:29,1527101260,2018-05-23T13:17:40.000Z,-84
5b056a78ea6ee3062b127c09,a8:96:75:91:9e:be,1527101265,2018-05-23T13:17:45.000Z,-87
5b056a78ea6ee3062b127c0a,94:14:7a:7c:c5:ee,1527101267,2018-05-23T13:17:47.000Z,-74
5b056a78ea6ee3062b127c0b,94:14:7a:13:a4:98,1527101276,2018-05-23T13:17:56.000Z,-79
5b056a78ea6ee3062b127c0c,da:a1:19:e5:97:82,1527101276,2018-05-23T13:17:56.000Z,-75
5b056a78ea6ee3062b127c0d,bc:d1:1f:16:db:6c,1527101283,2018-05-23T13:18:03.000Z,-82
5b056a78ea6ee3062b127c0e,10:07:b6:07:20:dc,1527101287,2018-05-23T13:18:07.000Z,-69
5b056a78ea6ee3062b127c0f,a8:96:75:59:cc:3a,1527101291,2018-05-23T13:18:11.000Z,-86
5b056a78ea6ee3062b127c10,a8:96:75:aa:93:b3,1527101297,2018-05-23T13:18:17.000Z,-79
5b056a78ea6ee3062b127c11,a8:96:75:bb:36:1f,1527101297,2018-05-23T13:18:17.000Z,-83
5b056a78ea6ee3062b127c12,a8:96:75:67:e2:5d,1527101298,2018-05-23T13:18:18.000Z,-85
5b056a78ea6ee3062b127c13,da:a1:19:63:da:1f,1527101306,2018-05-23T13:18:26.000Z,-93
5b056a78ea6ee3062b127c14,da:a1:19:dd:a1:8b,1527101321,2018-05-23T13:18:41.000Z,-77
5b056a78ea6ee3062b127c15,a8:96:75:4e:fe:42,1527101345,2018-05-23T13:19:05.000Z,-84
5b056a78ea6ee3062b127c16,a8:96:75:69:e4:3b,1527101357,2018-05-23T13:19:17.000Z,-86
5b056a78ea6ee3062b127c17,e4:5d:75:07:d6:d0,1527101365,2018-05-23T13:19:25.000Z,-76
5b056b50ea6ee3062a1096f2,a8:96:75:59:cc:3a,1527101487,2018-05-23T13:21:27.000Z,-82
5b056b50ea6ee3062a1096f3,a8:96:75:00:7d:d4,1527101492,2018-05-23T13:21:32.000Z,-93
5b056b50ea6ee3062a1096f4,a8:96:75:c3:40:97,1527101492,2018-05-23T13:21:32.000Z,-83
5b056b50ea6ee3062a1096f5,ec:01:ee:f0:e2:c7,1527101500,2018-05-23T13:21:40.000Z,-82
5b056b50ea6ee3062a1096f6,da:a1:19:36:70:d2,1527101508,2018-05-23T13:21:48.000Z,-84
5b056b50ea6ee3062a1096f7,94:14:7a:7c:c5:ee,1527101512,2018-05-23T13:21:52.000Z,-78
5b056b50ea6ee3062a1096f8,da:a1:19:88:03:ee,1527101522,2018-05-23T13:22:02.000Z,-83
5b056b50ea6ee3062a1096f9,10:07:b6:07:20:dc,1527101529,2018-05-23T13:22:09.000Z,-76
